institution,page_title,program_name,credential,campus,source_url,admission_type,minimum_average,competitive_average,english_requirement,math_requirement,required_courses,other_requirements,notes_uncertain
NAIT,Peer Mentorship - NAIT,Peer Mentorship,,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program/peer-mentorship,,,,,,[],[],['not a program page']
NAIT,Ceremony Schedule by Program - NAIT,Ceremony Schedule by Program,,,https://www.nait.ca/nait/student-life/graduation-convocation/about-the-convocation-ceremony/ceremony-schedule-by-program,,,,,,[],[],
NAIT,Fitness & Recreation Programs - NAIT,Fitness & Recreation Programs,,,https://www.nait.ca/nait/student-life/health-well-being/fitness-programs,,,,,,[],[],['not a program page']
NAIT,Hazard Assessment Program - NAIT,Hazard Assessment Program,,,https://www.nait.ca/nait/student-life/on-campus/health-services/hazard-assessment-program,,,,,,[],[],['not a program page']
NAIT,Become a Certified Digital Marketing Professional - NAIT,Become a Certified Digital Marketing Professional,,,https://www.nait.ca/online-digital-marketing-program,,,,,,[],[],"['not a program page', 'access error: text only contains boilerplate cookie policy']"
NAIT,Paramedicine Training at NAIT - NAIT,Paramedicine Training at NAIT,,,https://www.nait.ca/paramedic-programs,,,,,,[],[],"['not a program page', 'access error: text only contains boilerplate cookie policy']"
NAIT,Search for Programs | NAIT,Search for Programs,,,https://www.nait.ca/programs,,,,,,[],[],['not a program page']
NAIT,Explore your options - NAIT,Explore your options,,,https://www.nait.ca/schools-programs/explore,,,,,,[],[],['not a program page']
NAIT,School of Construction and Building Sciences - NAIT,School of Construction and Building Sciences,,,https://www.nait.ca/schools-programs/school-of-construction-and-building-sciences,,,,,,[],[],['not a program page']
NAIT,School of Energy and Natural Resources - NAIT,School of Energy and Natural Resources,,,https://www.nait.ca/schools-programs/school-of-energy-and-natural-resources,,,,,,[],[],['not a program page']
NAIT,School of Health and Life Sciences - NAIT,School of Health and Life Sciences,,,https://www.nait.ca/schools-programs/school-of-health-and-life-sciences,,,,,,[],[],['not a program page']
NAIT,School of Manufacturing and Automation - NAIT,School of Manufacturing and Automation,,,https://www.nait.ca/schools-programs/school-of-manufacturing-and-automation,,,,,,[],[],['not a program page']
NAIT,School of Media and Information Technology - NAIT,School of Media and Information Technology,,,https://www.nait.ca/schools-programs/school-of-media-and-information-technology,,,,,,[],[],['not a program page']
NAIT,Business Degree and Diploma Programs | NAIT JR Shaw School of Business,Business Degree and Diploma Programs,,,https://www.nait.ca/schools/jrssb/programs,,,,,,[],[],['not a program page']
NorQuest,"Continuing Education programs and courses - NorQuest College - Edmonton, Alberta",Continuing Education programs and courses,,,http://www.norquest.ca/continuing-education/continuing-education-programs-and-courses/,,,,,,[],[],['not a program page']
NorQuest,"Foundational programs - NorQuest College - Edmonton, Alberta",Foundational programs,,,http://www.norquest.ca/foundational-programs/,,,,,,[],[],['not a program page']
NorQuest,"Browse programs and courses - NorQuest College - Edmonton, Alberta",Browse programs and courses,,,http://www.norquest.ca/international-student/browse-programs-and-courses/,,,,,,[],[],['not a program page']
NorQuest,"Emerging Leaders Program - NorQuest College - Edmonton, Alberta",Emerging Leaders Program,Certificate of Recognition,,http://www.norquest.ca/international-student/international-student-services/get-involved/emerging-leaders-program/,,,,,,[],[],"['This is a student leadership program, not a primary academic admission program.']"
NorQuest,"NorQuest International Volunteer Program - NorQuest College - Edmonton, Alberta",NorQuest International Volunteer Program,,,http://www.norquest.ca/international-student/international-student-services/get-involved/norquest-international-volunteer-program/,,,,,,[],[],['not a program page']
NorQuest,"Content Creation Volunteer - NorQuest College - Edmonton, Alberta",Content Creation Volunteer,,,http://www.norquest.ca/international-student/international-student-services/get-involved/norquest-international-volunteer-program/content-creation-volunteer/,,,,,,[],[],['not a program page']
NorQuest,"Marketing & Promotions Volunteer - NorQuest College - Edmonton, Alberta",Marketing & Promotions Volunteer,,,http://www.norquest.ca/international-student/international-student-services/get-involved/norquest-international-volunteer-program/marketing-promotions-volunteer/,,,,,,[],[],['not a program page']
NorQuest,"Peer Mentorship Program - NorQuest College - Edmonton, Alberta",International Peer Mentorship Program,,,http://www.norquest.ca/international-student/international-student-services/get-involved/peer-mentorship-program/,,,,,,[],[],"['This is a peer support service, not an academic admission program.']"
NorQuest,"Program Availability - NorQuest College - Edmonton, Alberta",Program Availability,,,http://www.norquest.ca/program-availability/,,,,,,[],[],['not a program page']
NorQuest,"Programs and courses - NorQuest College - Edmonton, Alberta",Programs and courses,,,http://www.norquest.ca/programs-courses/,,,,,,[],[],['not a program page']
NorQuest,"Browse programs and courses - NorQuest College - Edmonton, Alberta",Browse programs and courses,,,http://www.norquest.ca/programs-courses/browse-programs-and-courses/,,,,,,[],[],['not a program page']
NorQuest,"Continuing Education - NorQuest College - Edmonton, Alberta",Continuing Education,,,http://www.norquest.ca/programs-courses/continuing-education/,,,,,,[],[],['not a program page']
NorQuest,"Dual credit programs - NorQuest College - Edmonton, Alberta",Dual credit programs,,,http://www.norquest.ca/programs-courses/dual-credit-programs/,,,,,,[],[],['not a program page']
NorQuest,"Dual Credit partnering - NorQuest College - Edmonton, Alberta",Dual Credit partnering,,,http://www.norquest.ca/programs-courses/dual-credit-programs/dual-credit-partnering/,,,,,,[],[],['not a program page']
NorQuest,"Dual Credit students - NorQuest College - Edmonton, Alberta",Dual Credit students,,,http://www.norquest.ca/programs-courses/dual-credit-programs/dual-credit-students/,,,,,,[],[],['not a program page']
NorQuest,"Family Caregiver Wellness Workshops - NorQuest College - Edmonton, Alberta",Family Caregiver Wellness Workshops,,,http://www.norquest.ca/programs-courses/family-caregiver-wellness-workshops/,,,,,,[],[],['not a program page']
NorQuest,"Applied Research for Innovation Badge Selector - NorQuest College - Edmonton, Alberta",Applied Research for Innovation Badge Selector,,,http://www.norquest.ca/programs-courses/introduction-to-applied-research-for-innovation/applied-research-for-innovation-badge-selector/,,,,,,[],[],['not a program page']
NorQuest,"Learning at NorQuest - NorQuest College - Edmonton, Alberta",Learning at NorQuest,,,http://www.norquest.ca/programs-courses/learning-at-norquest/,,,,,,[],[],['not a program page']
NorQuest,Sua nova carreira começa aqui — no NorQuest College,Sua nova carreira começa aqui — no NorQuest College,,,http://www.norquest.ca/programs-courses/learning-at-norquest/brasil/,,,,,,[],[],['not a program page']
NorQuest,"Obrigado - NorQuest College - Edmonton, Alberta",Obrigado,,,http://www.norquest.ca/programs-courses/learning-at-norquest/brasil/obrigado/,,,,,,[],[],['not a program page']
NorQuest,"Bring your own device - NorQuest College - Edmonton, Alberta",Bring your own device,,,http://www.norquest.ca/programs-courses/learning-at-norquest/bring-your-own-device/,,,,,,[],[],['not a program page']
NorQuest,"Business Administration to Bachelor of Commerce - NorQuest College - Edmonton, Alberta",Business Administration to Bachelor of Commerce,,,http://www.norquest.ca/programs-courses/learning-at-norquest/business-administration-to-bachelor-of-commerce/,,,,,,[],[],['not a program page']
NorQuest,"Definitions - NorQuest College - Edmonton, Alberta",Definitions,,,http://www.norquest.ca/programs-courses/learning-at-norquest/definitions/,,,,,,[],[],['not a program page']
NorQuest,Digital badges from NorQuest College.,Digital badges from NorQuest College.,,,http://www.norquest.ca/programs-courses/learning-at-norquest/definitions/digital-badges/,,,,,,[],[],['not a program page']
NorQuest,"Discover your perfect career path - NorQuest College - Edmonton, Alberta",Discover your perfect career path,,,http://www.norquest.ca/programs-courses/learning-at-norquest/discover-your-perfect-career-path/,,,,,,[],[],['not a program page']
NorQuest,"Explore NorQuest College - NorQuest College - Edmonton, Alberta",Explore NorQuest College,,,http://www.norquest.ca/programs-courses/learning-at-norquest/explore-norquest-college/,,,,,,[],[],['not a program page']
NorQuest,"Foundational Learning Hub - NorQuest College - Edmonton, Alberta",Foundational Learning Hub,,,http://www.norquest.ca/programs-courses/learning-at-norquest/foundational-learning-hub/,,,,,,[],[],['not a program page']
NorQuest,"Health programs for rural students - NorQuest College - Edmonton, Alberta",Health programs for rural students,,,http://www.norquest.ca/programs-courses/learning-at-norquest/health-programs-for-rural-students/,,,,,,[],[],['not a program page']
NorQuest,"Online delivery information - NorQuest College - Edmonton, Alberta",Online delivery information,,,http://www.norquest.ca/programs-courses/learning-at-norquest/online-delivery-information/,,,,,,[],[],['not a program page']
NorQuest,"Open Admissions Pathways - NorQuest College - Edmonton, Alberta",Open Admissions Pathways,,,http://www.norquest.ca/programs-courses/learning-at-norquest/open-admissions-pathways/,,,,,,[],[],['not a program page']
NorQuest,"Ready to score a new career? - NorQuest College - Edmonton, Alberta",Ready to score a new career?,,,http://www.norquest.ca/programs-courses/learning-at-norquest/ready-to-score-a-new-career/,,,,,,[],[],['not a program page']
NorQuest,"Start a business career - NorQuest College - Edmonton, Alberta",Start a business career,,,http://www.norquest.ca/programs-courses/learning-at-norquest/start-a-business-career/,,,,,,[],[],['not a program page']
NorQuest,"Take your healthcare career in a new direction - NorQuest College - Edmonton, Alberta",Take your healthcare career in a new direction,,,http://www.norquest.ca/programs-courses/learning-at-norquest/take-your-healthcare-career-in-a-new-direction/,,,,,,[],[],['not a program page']
NorQuest,"Your new career starts at NorQuest College - NorQuest College - Edmonton, Alberta",Your new career starts at NorQuest College,,,http://www.norquest.ca/programs-courses/learning-at-norquest/your-new-career-starts-at-norquest-college/,,,,,,[],[],['not a program page']
NorQuest,"Microcredentials - NorQuest College - Edmonton, Alberta",Microcredentials,,,http://www.norquest.ca/programs-courses/microcredentials/,,,,,,[],[],['not a program page']
NorQuest,"Frequently asked questions - NorQuest College - Edmonton, Alberta",Frequently asked questions,,,http://www.norquest.ca/programs-courses/microcredentials/frequently-asked-questions/,,,,,,[],[],['not a program page']
NorQuest,"Request information - NorQuest College - Edmonton, Alberta",Request information,,,http://www.norquest.ca/programs-courses/microcredentials/request-information/,,,,,,[],[],['not a program page']
NorQuest,"Open Studies - NorQuest College - Edmonton, Alberta",Open Studies,,,http://www.norquest.ca/programs-courses/open-studies/,,,,,,[],[],['Generic Open Studies admission information.']
NorQuest,"Foster the next generation of data analysts - NorQuest College - Edmonton, Alberta",Foster the next generation of data analysts,,,http://www.norquest.ca/programs-courses/upskilling-for-data-analytics-and-business-intelligence/foster-the-next-generation-of-data-analysts/,,,,,,[],[],['not a program page']
NorQuest,"Academic Program Advisors - NorQuest College - Edmonton, Alberta",Academic Program Advisors,,,http://www.norquest.ca/student-resources/academic-program-advisors/,,,,,,[],[],['not a program page']
NorQuest,"Our program - NorQuest College - Edmonton, Alberta",Our program,,,http://www.norquest.ca/student-services/child-care-centre/our-program/,,,,,,[],[],['not a program page']
NorQuest,"RBC Indigenous Mentorship Program - NorQuest College - Edmonton, Alberta",RBC Indigenous Mentorship Program,,,http://www.norquest.ca/student-services/indigenous-student-services/rbc-indigenous-mentorship-program/,,,,,,[],[],['not a program page']
NorQuest,"Page not found - NorQuest College - Edmonton, Alberta",Page not found,,,http://www.norquest.ca/x/workstyles-program-policy/,,,,,,[],[],['not a program page'] | not a program page
UAlberta,Composition Major – Bachelor of Music | MacEwan University Academic Catalog,Composition (Major),Bachelor of Music,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17354&print,,,,,,[],[],['Specific high school admission requirements are not listed in the provided text.']
UAlberta,About the University - University of Alberta,About,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17516,,,,,,[],[],['not a program page']
UAlberta,Course Listings - University of Alberta,Course,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17518,,,,,,[],[],['not a program page']
UAlberta,University Regulations - University of Alberta,University,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17520,,,,,,[],[],['not a program page']
UAlberta,Undergraduate Admissions - University of Alberta,Undergraduate,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17521,,,,,,[],[],['not a program page']
UAlberta,Colleges and Faculties - University of Alberta,Colleges,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17522,,,,,,[],[],['not a program page']
UAlberta,Inquiries - University of Alberta,Inquiries,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17523,,,,,,[],[],['not a program page']
UAlberta,"Academic Schedule, Dates and Deadlines - University of Alberta",Academic,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17524,,,,,,[],[],['not a program page']
UAlberta,Undergraduate Programs - University of Alberta,Undergraduate,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17526,,,,,,[],[],['not a program page']
UAlberta,Graduate Regulations - University of Alberta,Graduate,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17527,,,,,,[],[],['not a program page']
UAlberta,About the Calendar - University of Alberta,About,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17532,,,,,,[],[],['not a program page']
UAlberta,Graduate Admissions - University of Alberta,Graduate Programs (General),,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17533,,,,,,[],[],['This page outlines general minimum requirements for all graduate programs at UAlberta.']
UAlberta,Graduate Programs - University of Alberta,Graduate,,,https://calendar.ualberta.ca/content.php?catoid=56&navoid=17535,,,,,,[],[],['not a program page']
UAlberta,University of Alberta,University,,,https://calendar.ualberta.ca/index.php?catoid=56,,,,,,[],[],['not a program page']
UAlberta,Calendar List - University of Alberta,Calendar,,,https://calendar.ualberta.ca/misc/catalog_list.php?catoid=56,,,,,,[],[],['not a program page']
UAlberta,Calendar Search - University of Alberta,Calendar,,,https://calendar.ualberta.ca/search_advanced.php?catoid=56,,,,,,[],[],['not a program page']
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/admissions-programs/embedded-undergraduate-certificates/index.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/admissions-programs/inclusive-education/index.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/admissions-programs/index.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/admissions-programs/online-courses/index.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/admissions-programs/online-learning.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/education/programs/english-language-school/index.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/graduate-programs/index.html,,,,,,[],[],"['not a program page', 'access error']"
UAlberta,ERROR: The request could not be satisfied,ERROR: The request could not be satisfied,,,https://www.ualberta.ca/en/graduate-studies/admissions-programs/apply/index.html,,,,,,[],[],"['not a program page', 'access error']"
